,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
1566,1566,36.95020549,-121.9742281,113,1224,12.987,34.644,0.202,0.6179
1567,1567,36.95047588,-121.9742244,113,1391,16.912,32.719,0.246,0.6719
1568,1568,36.95074627,-121.9742208,0,1342,6.105,33.565,0.211,0.4939
1569,1569,36.95101666,-121.9742172,0,903,14.523,35.663,0.285,0.747
1570,1570,36.95128706,-121.9742136,0,903,14.807,35.803,0.244,0.7355
1571,1571,36.95155745,-121.9742099,0,449,7.776,34.297,0.249,0.5637
1572,1572,36.57569799,-121.9788688,0,212,16.527,33.622,0.172,0.6785
1573,1573,36.5759684,-121.9788652,0,158,15.849,34.125,0.192,0.6879
1574,1574,36.57623881,-121.9788616,0,394,12.753,34.951,0.232,0.6683
1575,1575,36.57650922,-121.9788581,0,182,14.97,36.317,0.26,0.7596
1576,1576,36.57705003,-121.9788509,187,183,15.148,34.553,0.193,0.3354
1577,1577,36.57732044,-121.9788474,0,219,20.482,33.509,0.225,0.779
1578,1578,36.57867249,-121.9788296,545,0,13.69,34.704,0.147,0.2878
1579,1579,36.57921331,-121.9788225,251,0,19.66,34.107,0.145,0.388
1580,1580,36.94858023,-121.9739129,0,241,15.027,34.255,0.267,0.7126
1581,1581,36.94885062,-121.9739093,0,501,13.922,33.228,0.334,0.699
1582,1582,36.94912101,-121.9739057,113,1052,17.624,33.874,0.254,0.7095
1583,1583,36.9493914,-121.9739021,113,993,13.656,33.651,0.221,0.608
1584,1584,36.94966179,-121.9738984,148,1107,16.216,34.155,0.23,0.6679
1585,1585,36.94993219,-121.9738948,0,875,21.655,33.132,0.255,0.8074
1586,1586,36.95020258,-121.9738912,0,915,17.935,33.53,0.225,0.73
1587,1587,36.95047297,-121.9738875,125,1302,14.169,34.551,0.208,0.6402
1588,1588,36.95074336,-121.9738839,113,1420,13.388,35.531,0.212,0.6573
1589,1589,36.95101375,-121.9738803,0,938,15.409,32.641,0.164,0.6282
1590,1590,36.95128414,-121.9738767,0,844,14.625,34.434,0.191,0.6713
1591,1591,36.95155454,-121.973873,0,797,16.571,34.886,0.113,0.6814
1592,1592,36.95182493,-121.9738694,0,242,11.703,36.372,0.174,0.6544
1593,1593,36.57542471,-121.9785371,0,177,12.298,34.215,0.281,0.6656
1594,1594,36.57569512,-121.9785335,300,0,14.398,35.107,0.178,0.3272
1595,1595,36.57677675,-121.9785192,0,703,18.788,33.943,0.164,0.7265
1596,1596,36.57704716,-121.9785157,0,714,17.375,33.674,0.143,0.6818
1597,1597,36.9491181,-121.9735688,0,1003,12.62,34.533,0.167,0.6228
1598,1598,36.94938849,-121.9735652,0,1283,12.377,34.905,0.194,0.6408
1599,1599,36.94965888,-121.9735615,0,983,14.165,35.723,0.249,0.7236
1600,1600,36.94992927,-121.9735579,160,905,17.509,34.267,0.258,0.6948
1601,1601,36.95019967,-121.9735543,160,954,7.785,33.519,0.203,0.4627
1602,1602,36.95047006,-121.9735506,0,1371,11.194,33.307,0.203,0.5824
1603,1603,36.95074045,-121.973547,0,1788,15.889,34.397,0.146,0.6724
1604,1604,36.95101084,-121.9735434,0,985,16.393,33.742,0.223,0.7044
1605,1605,36.95128123,-121.9735398,0,879,22.527,34.381,0.124,0.7901
1606,1606,36.95155162,-121.9735361,0,313,11.76,33.106,0.255,0.6144
1607,1607,36.95182202,-121.9735325,0,172,13.195,34.412,0.182,0.6384
1608,1608,36.57569224,-121.9781982,248,0,15.484,33.355,0.225,0.328
1609,1609,36.57677388,-121.978184,0,879,13.303,35.138,0.192,0.6637
1610,1610,36.57704429,-121.9781804,0,130,19.027,36.385,0.163,0.7916
1611,1611,36.58380451,-121.9780913,842,0,13.859,34.091,0.205,0.3048
1612,1612,36.94911519,-121.9732319,0,260,15.261,34.033,0.117,0.6366
1613,1613,36.94938558,-121.9732283,160,1263,13.122,35.398,0.199,0.6258
1614,1614,36.94965597,-121.9732246,183,1661,18.62,33.998,0.16,0.684
1615,1615,36.94992636,-121.973221,195,1729,17.152,35.529,0.196,0.7108
1616,1616,36.95019675,-121.9732174,195,1111,18.039,35.318,0.229,0.7173
1617,1617,36.95046715,-121.9732138,172,1052,13.133,34.621,0.209,0.5987
1618,1618,36.95073754,-121.9732101,113,1380,19.156,34.887,0.137,0.715
1619,1619,36.95100793,-121.9732065,0,1044,12.267,33.607,0.231,0.6248
1620,1620,36.95127832,-121.9732029,0,613,16.709,36.078,0.123,0.7189
1621,1621,36.95154871,-121.9731992,0,289,12.734,33.99,0.18,0.6179
1622,1622,36.57541896,-121.9778665,0,300,14.308,33.253,0.216,0.6481
1623,1623,36.57568937,-121.977863,0,580,15.804,35.686,0.151,0.7055
1624,1624,36.57595978,-121.9778594,148,182,16.239,34.054,0.169,0.3975
1625,1625,36.57623019,-121.9778558,0,192,16.17,33.453,0.267,0.7148
1626,1626,36.5765006,-121.9778523,0,230,8.423,34.428,0.142,0.526
1627,1627,36.576771,-121.9778487,0,230,8.031,34.921,0.221,0.5702
1628,1628,36.94938267,-121.9728914,125,1091,12.858,34.543,0.263,0.6355
1629,1629,36.94965306,-121.9728877,160,1759,11.79,34.916,0.259,0.6304
1630,1630,36.94992345,-121.9728841,207,1420,13.196,36.508,0.275,0.6863
1631,1631,36.95019384,-121.9728805,195,1189,10.069,34.071,0.234,0.5377
1632,1632,36.95046423,-121.9728769,172,1120,10.917,34.51,0.366,0.6268
1633,1633,36.95073462,-121.9728732,148,1333,11.079,34.059,0.216,0.5666
1634,1634,36.95100501,-121.9728696,125,1114,17.487,34.663,0.213,0.7044
1635,1635,36.95127541,-121.972866,0,684,15.008,35.185,0.133,0.6685
1636,1636,36.9515458,-121.9728623,0,313,14.616,33.906,0.236,0.6804
1637,1637,36.95181619,-121.9728587,0,277,18.424,35.04,0.23,0.7798
1638,1638,36.57541608,-121.9775313,167,290,12.933,34.561,0.188,0.4385
1639,1639,36.57568649,-121.9775277,0,855,15.066,34.157,0.206,0.6804
1640,1640,36.5759569,-121.9775241,0,1115,9.802,35.962,0.196,0.6182
1641,1641,36.57622731,-121.9775206,0,1614,17.415,33.465,0.248,0.7298
1642,1642,36.57649772,-121.977517,183,1102,18.799,33.641,0.203,0.6805
1643,1643,36.57676813,-121.9775134,307,879,12.857,35.748,0.241,0.5725
1644,1644,36.57703854,-121.9775099,0,219,15.462,35.788,0.178,0.7149
1645,1645,36.57730895,-121.9775063,0,360,17.213,34.723,0.193,0.7298
1646,1646,36.57757936,-121.9775027,0,461,22.993,34.218,0.173,0.8196
1647,1647,36.57784977,-121.9774992,183,465,10.709,35.724,0.198,0.4931
1648,1648,36.57812017,-121.9774956,383,368,10.862,34.858,0.112,0.2192
1649,1649,36.57839058,-121.977492,536,407,13.861,34.596,0.197,0.3135
1650,1650,36.57866099,-121.9774885,820,476,16.17,36.903,0.183,0.409
1651,1651,36.5789314,-121.9774849,817,1105,12.053,35.481,0.177,0.3817
1652,1652,36.58163549,-121.9774493,348,0,13.133,34.696,0.183,0.2948
1653,1653,36.94937975,-121.9725545,0,1244,18.832,36.028,0.207,0.8009
1654,1654,36.94965014,-121.9725509,160,1749,18.03,36.055,0.172,0.7365
1655,1655,36.94992053,-121.9725472,183,1587,15.083,36.751,0.215,0.7098
1656,1656,36.95019093,-121.9725436,195,1130,10.262,33.522,0.231,0.5232
1657,1657,36.95046132,-121.97254,195,1052,19.258,34.751,0.077,0.6474
1658,1658,36.95073171,-121.9725363,207,1892,16.734,35.191,0.184,0.6894
1659,1659,36.9510021,-121.9725327,160,1333,22.863,34.481,0.236,0.8131
1660,1660,36.95127249,-121.9725291,0,1380,18.361,33.92,0.239,0.7551
1661,1661,36.95154288,-121.9725254,0,719,17.888,34.657,0.159,0.7243
1662,1662,36.95181327,-121.9725218,0,602,10.052,35.489,0.174,0.6002
1663,1663,36.95208367,-121.9725182,0,212,16.975,35.027,0.189,0.7308
1664,1664,36.57541321,-121.977196,114,0,19.042,34.025,0.089,0.3459
1665,1665,36.57568362,-121.9771924,813,0,17.502,34.392,0.261,0.4112
1666,1666,36.57595403,-121.9771889,0,1173,13.966,32.97,0.115,0.5839
1667,1667,36.57622444,-121.9771853,0,1585,13.774,34.503,0.108,0.615
1668,1668,36.57649484,-121.9771817,0,1572,19.893,35.975,0.199,0.8162
1669,1669,36.57676525,-121.9771782,0,2936,21.871,35.236,0.174,0.8237
1670,1670,36.57703566,-121.9771746,0,1707,20.665,35.35,0.113,0.7726
1671,1671,36.57730607,-121.977171,0,1949,16.672,34.282,0.314,0.7688
1672,1672,36.57757648,-121.9771675,301,1478,10.565,34.576,0.259,0.5586
1673,1673,36.57784689,-121.9771639,0,559,15.125,32.933,0.198,0.647
1674,1674,36.5781173,-121.9771603,0,398,17.024,35.026,0.146,0.7102
1675,1675,36.57838771,-121.9771568,125,496,15.373,33.296,0.206,0.5767
1676,1676,36.57865812,-121.9771532,0,398,15.796,35.38,0.178,0.7112
1677,1677,36.57892852,-121.9771496,430,339,10.943,35.785,0.272,0.324
1678,1678,36.57919893,-121.9771461,990,1177,13.582,34.502,0.196,0.3608
1679,1679,36.94964723,-121.972214,172,1322,15.175,36.453,0.259,0.7209
1680,1680,36.94991762,-121.9722103,0,1965,13.608,34.906,0.26,0.6978
1681,1681,36.95018801,-121.9722067,254,1371,15.99,34.778,0.257,0.6746
1682,1682,36.9504584,-121.9722031,242,1798,14.221,33.42,0.15,0.5705
1683,1683,36.95072879,-121.9721994,207,1916,12.839,35.557,0.225,0.6438
1684,1684,36.95099918,-121.9721958,136,1626,9.677,34.585,0.222,0.5651
1685,1685,36.95126958,-121.9721922,0,1521,15.719,33.012,0.194,0.6585
1686,1686,36.95153997,-121.9721885,0,790,17.264,33.084,0.257,0.7218
1687,1687,36.95181036,-121.9721849,0,609,16.544,36.085,0.282,0.7954
1688,1688,36.95208075,-121.9721813,0,300,11.372,33.938,0.285,0.6426
1689,1689,36.57622156,-121.97685,0,300,15.026,34.961,0.178,0.6858
1690,1690,36.57649197,-121.9768465,313,1008,11.521,35.287,0.203,0.5296
1691,1691,36.57676238,-121.9768429,1624,2854,12.858,34.253,0.255,0.4652
1692,1692,36.57703278,-121.9768393,160,2172,15.087,36.467,0.275,0.7473
1693,1693,36.57730319,-121.9768358,0,1420,17.459,36.137,0.249,0.798
1694,1694,36.5775736,-121.9768322,214,1949,19.539,33.3,0.022,0.6296
1695,1695,36.57784401,-121.9768286,288,1337,12.321,35.589,0.193,0.581
1696,1696,36.57811442,-121.9768251,244,525,15.026,34.571,0.23,0.5393
1697,1697,36.57838483,-121.9768215,0,584,8.192,32.746,0.186,0.5015
1698,1698,36.5805481,-121.976793,219,242,19.873,32.356,0.231,0.4246
1699,1699,36.58108892,-121.9767858,0,231,12.265,35.363,0.11,0.6081
1700,1700,36.58135933,-121.9767822,0,192,21.021,34.879,0.226,0.8243
1701,1701,36.58162973,-121.9767787,750,0,10.736,33.958,0.139,0.2078
1702,1702,36.94964431,-121.9718771,0,482,15.949,34.702,0.243,0.7297
1703,1703,36.9499147,-121.9718734,183,1410,14.35,36.538,0.11,0.6326
1704,1704,36.95018509,-121.9718698,242,1498,12.953,35.709,0.212,0.6246
1705,1705,36.95045548,-121.9718662,543,1665,14.685,35.469,0.189,0.5832
1706,1706,36.95072588,-121.9718625,555,2010,11.001,33.918,0.146,0.4688
1707,1707,36.95099627,-121.9718589,195,2080,10.108,31.767,0.256,0.5165
1708,1708,36.95126666,-121.9718553,0,1568,16.012,34.882,0.117,0.6724
1709,1709,36.95153705,-121.9718516,0,1662,13.704,34.812,0.163,0.6488
1710,1710,36.95180744,-121.971848,0,928,10.327,34.082,0.279,0.6229
1711,1711,36.95207783,-121.9718444,0,580,16.324,35.702,0.15,0.7155
1712,1712,36.95234823,-121.9718407,0,241,9.863,35.39,0.295,0.6546
1713,1713,36.57459623,-121.9765362,0,182,14.847,33.828,0.202,0.6659
1714,1714,36.5767595,-121.9765076,230,407,10.666,34.928,0.127,0.3769
1715,1715,36.57784113,-121.9764934,376,1013,11.924,34.207,0.327,0.5512
1716,1716,36.58054522,-121.9764577,407,207,14.331,35.466,0.258,0.3749
1717,1717,36.58162686,-121.9764434,0,182,14.701,36.135,0.22,0.7298
1718,1718,36.94991178,-121.9715365,136,1195,14.03,33.974,0.214,0.6199
1719,1719,36.95018218,-121.9715329,230,1430,16.008,34.354,0.223,0.6559
1720,1720,36.95045257,-121.9715293,254,1606,10.498,34.974,0.272,0.5897
1721,1721,36.95072296,-121.9715256,531,1951,12.273,34.678,0.196,0.5389
1722,1722,36.95099335,-121.971522,266,2280,15.641,35.603,0.181,0.6744
1723,1723,36.95126374,-121.9715184,219,2245,14.021,33.729,0.147,0.5858
1724,1724,36.95153413,-121.9715147,172,2186,17.044,34.344,0.295,0.7405
1725,1725,36.95180452,-121.9715111,0,1483,14.613,35.295,0.205,0.6996
1726,1726,36.95207492,-121.9715075,0,879,16.624,33.729,0.186,0.69
1727,1727,36.95234531,-121.9715038,0,349,14.926,35.465,0.128,0.6714
1728,1728,36.9526157,-121.9715002,0,202,18.293,35.756,0.224,0.7922
1729,1729,36.57459335,-121.9762009,0,192,8.152,33.683,0.094,0.4781
1730,1730,36.58081275,-121.9761188,207,241,15.303,34.232,0.155,0.3608
1731,1731,36.58162398,-121.9761081,0,221,10.671,34.612,0.272,0.6393
1732,1732,36.95017926,-121.971196,148,693,12.218,34.93,0.279,0.6061
1733,1733,36.95044965,-121.9711924,195,973,16.622,32.009,0.181,0.5743
1734,1734,36.95072004,-121.9711887,242,1368,18.605,34.652,0.152,0.6727
1735,1735,36.95099043,-121.9711851,531,2045,13.23,35.698,0.265,0.6219
1736,1736,36.95126082,-121.9711815,355,2209,12.761,35.642,0.233,0.63
1737,1737,36.95153121,-121.9711778,207,1709,17.819,34.449,0.213,0.7024
1738,1738,36.95180161,-121.9711742,183,1404,12.729,34.254,0.102,0.5398
1739,1739,36.952072,-121.9711706,0,1297,9.98,34.015,0.198,0.574
1740,1740,36.95234239,-121.9711669,0,541,12.692,34.549,0.158,0.6201
1741,1741,36.95261278,-121.9711633,0,251,12.56,33.091,0.188,0.5961
1742,1742,36.57459047,-121.9758657,0,389,15.93,34.901,0.221,0.7233
1743,1743,36.57486088,-121.9758621,0,221,16.226,32.611,0.127,0.6248
1744,1744,36.57513128,-121.9758585,212,0,11.532,33.612,0.209,0.2496
1745,1745,36.57540169,-121.975855,280,0,14.017,34.134,0.202,0.3075
1746,1746,36.58108028,-121.97578,0,251,16.543,36.053,0.19,0.7485
1747,1747,36.58135069,-121.9757764,230,0,14.283,34.996,0.223,0.3447
1748,1748,36.5818915,-121.9757692,486,0,16.121,33.581,0.18,0.3235
1749,1749,36.58297314,-121.975755,447,0,17.67,35.283,0.194,0.4032
1750,1750,36.95044673,-121.9708555,113,808,12.822,33.649,0.223,0.5836
1751,1751,36.95071712,-121.9708518,172,1333,13.161,33.57,0.194,0.5776
1752,1752,36.95098751,-121.9708482,219,1427,8.703,36.531,0.191,0.5548
1753,1753,36.9512579,-121.9708446,254,2127,14.262,34.185,0.255,0.6482
1754,1754,36.9515283,-121.9708409,637,2268,14.64,34.972,0.206,0.5942
1755,1755,36.95179869,-121.9708373,2195,1316,14.327,34.012,0.176,0.2974
1756,1756,36.95206908,-121.9708336,1655,1684,13.937,33.76,0.186,0.2946
1757,1757,36.95233947,-121.97083,125,791,14.547,35.286,0.162,0.6213
1758,1758,36.95260986,-121.9708264,0,270,11.108,35.641,0.15,0.6126
1759,1759,36.95288025,-121.9708227,0,182,13.751,34.765,0.157,0.6456
1760,1760,36.57431718,-121.975534,0,148,14.973,35.104,0.219,0.7088
1761,1761,36.57458759,-121.9755304,0,452,17.309,34.17,0.19,0.7164
1762,1762,36.57485799,-121.9755269,0,806,11.717,34.437,0.176,0.6073
1763,1763,36.5751284,-121.9755233,0,270,13.166,35.879,0.245,0.706
1764,1764,36.9507142,-121.9705149,113,844,14.261,36.309,0.203,0.6702
1765,1765,36.95098459,-121.9705113,195,1008,17.9,34.264,0.232,0.6835
1766,1766,36.95125498,-121.9705077,230,1462,14.389,35.528,0.311,0.699
1767,1767,36.95152537,-121.970504,277,2303,13.624,34.722,0.204,0.6234
1768,1768,36.95179577,-121.9705004,797,1867,20.172,34.643,0.205,0.642
1769,1769,36.95206616,-121.9704967,1008,1587,17.474,34.256,0.187,0.4979
1770,1770,36.95233655,-121.9704931,613,1032,14.53,35.721,0.211,0.5037
1771,1771,36.95260694,-121.9704895,136,260,15.664,35.705,0.203,0.5462
1772,1772,36.95287733,-121.9704858,0,182,16.612,35.045,0.206,0.7327
1773,1773,36.5743143,-121.9751987,0,359,12.571,34.983,0.159,0.6291
1774,1774,36.5745847,-121.9751952,336,443,17.297,35.757,0.236,0.5133
1775,1775,36.57485511,-121.9751916,0,1212,11.847,35.706,0.307,0.7071
1776,1776,36.57512552,-121.975188,0,1296,21.451,35.163,0.268,0.8607
1777,1777,36.57539593,-121.9751844,0,388,9.758,32.637,0.241,0.5567
1778,1778,36.58296737,-121.9750844,442,0,9.553,32.06,0.189,0.1623
1779,1779,36.58594187,-121.975045,148,0,13.64,34.662,0.151,0.2878
1780,1780,36.95071128,-121.970178,0,219,16.693,36.096,0.166,0.7405
1781,1781,36.95098167,-121.9701744,0,855,11.454,36.215,0.217,0.6671
1782,1782,36.95125206,-121.9701708,148,1356,14.303,34.849,0.286,0.6847
1783,1783,36.95152245,-121.9701671,219,1400,13.848,33.363,0.207,0.5826
1784,1784,36.95179284,-121.9701635,390,1342,12.888,34.376,0.25,0.5638
1785,1785,36.95206324,-121.9701598,672,1195,20.412,32.379,0.297,0.5886
1786,1786,36.95233363,-121.9701562,731,664,12.555,33.549,0.257,0.2919
1787,1787,36.95260402,-121.9701526,660,163,14.053,35.35,0.156,0.3156
1788,1788,36.95287441,-121.9701489,331,0,10.988,35.22,0.239,0.2942
1789,1789,36.57160732,-121.9748992,163,0,16.242,34.763,0.156,0.3434
1790,1790,36.57322978,-121.9748778,753,0,14.999,35.003,0.232,0.3633
1791,1791,36.57431141,-121.9748635,0,438,16.215,35.365,0.173,0.7165
1792,1792,36.57458182,-121.9748599,0,703,17.853,35.192,0.212,0.7635
1793,1793,36.57485223,-121.9748563,0,1697,11.478,34.3,0.19,0.6062
1794,1794,36.57512264,-121.9748528,0,1883,19.708,33.675,0.213,0.7621
1795,1795,36.57539305,-121.9748492,0,1178,17.282,36.141,0.215,0.7776
1796,1796,36.57566346,-121.9748456,0,564,13.783,34.064,0.158,0.6292
1797,1797,36.58593898,-121.9747097,123,0,15.257,35.029,0.192,0.3489
1798,1798,36.95097875,-121.9698375,0,449,16.543,34.813,0.301,0.773
1799,1799,36.95124914,-121.9698339,0,867,12.342,37.229,0.145,0.6738
1800,1800,36.95151953,-121.9698302,136,1042,13.703,33.656,0.196,0.5907
1801,1801,36.95178992,-121.9698266,195,1081,12.247,35.611,0.176,0.5838
1802,1802,36.95206031,-121.9698229,242,742,16.425,33.481,0.181,0.5633
1803,1803,36.9523307,-121.9698193,637,664,13.066,35.535,0.225,0.3497
1804,1804,36.9526011,-121.9698157,1549,182,15.847,33.187,0.193,0.3149
1805,1805,36.95287149,-121.969812,649,0,12.74,34.34,0.318,0.3458
1806,1806,36.95314188,-121.9698084,113,0,16.783,34.677,0.071,0.3093
1807,1807,36.95341227,-121.9698047,125,0,12.272,34.249,0.249,0.2999
1808,1808,36.57160444,-121.974564,813,0,13.758,34.649,0.23,0.3293
1809,1809,36.57187485,-121.9745604,429,0,13.606,32.988,0.209,0.2743
1810,1810,36.57214526,-121.9745568,801,0,7.583,34.93,0.174,0.1883
1811,1811,36.57268608,-121.9745497,0,216,13.986,35.028,0.172,0.6642
1812,1812,36.57295648,-121.9745461,751,618,14.089,33.168,0.194,0.2807
1813,1813,36.57322689,-121.9745425,119,221,10.924,35.498,0.174,0.429
1814,1814,36.5734973,-121.974539,195,0,15.38,34.941,0.139,0.3226
1815,1815,36.57376771,-121.9745354,148,138,19.655,35.198,0.163,0.4242
1816,1816,36.57403812,-121.9745318,154,585,13.026,34.451,0.252,0.579
1817,1817,36.57430853,-121.9745282,0,962,14.324,34.355,0.223,0.6795
1818,1818,36.57457894,-121.9745247,0,1530,17.952,35.342,0.239,0.7827
1819,1819,36.57484935,-121.9745211,0,1712,16.8,35.5,0.165,0.7272
1820,1820,36.57511976,-121.9745175,0,1483,16.825,34.861,0.224,0.7412
1821,1821,36.57539016,-121.9745139,0,766,16.397,36.037,0.295,0.7978
1822,1822,36.57566057,-121.9745104,0,329,16.236,33.077,0.176,0.6612
1823,1823,36.57593098,-121.9745068,185,0,11.677,31.786,0.211,0.2078
1824,1824,36.95124622,-121.969497,0,773,16.987,35.533,0.159,0.7287
1825,1825,36.95151661,-121.9694933,113,993,16.366,34.503,0.239,0.691
1826,1826,36.951787,-121.9694897,125,1013,11.811,35.454,0.214,0.6104
1827,1827,36.95205739,-121.969486,160,762,17.069,34.947,0.258,0.6916
1828,1828,36.95232778,-121.9694824,207,462,15.664,35.586,0.261,0.5985
1829,1829,36.95259817,-121.9694787,2231,403,16.081,33.961,0.185,0.3348
1830,1830,36.95286856,-121.9694751,1302,0,14.158,34.71,0.164,0.3056
1831,1831,36.95313896,-121.9694715,343,0,12.565,34.209,0.253,0.3066
1832,1832,36.95340935,-121.9694678,207,0,15.878,34.29,0.147,0.32
1833,1833,36.95367974,-121.9694642,136,0,16.325,34.903,0.275,0.4081
1834,1834,36.95395013,-121.9694605,313,0,13.888,33.823,0.182,0.2872
1835,1835,36.57024951,-121.9742466,936,0,15.744,33.887,0.261,0.3644
1836,1836,36.57133115,-121.9742323,502,0,19.675,33.624,0.236,0.4217
1837,1837,36.57187196,-121.9742252,125,0,12.625,34.775,0.167,0.2789
1838,1838,36.57214237,-121.9742216,148,0,13.819,35.306,0.197,0.3304
1839,1839,36.57268319,-121.9742144,0,104,18.001,36.047,0.146,0.7548
1840,1840,36.5729536,-121.9742109,0,603,11.94,34.378,0.143,0.5937
1841,1841,36.57322401,-121.9742073,0,260,18.442,35.431,0.079,0.7144
1842,1842,36.57376483,-121.9742001,0,192,14.661,34.002,0.19,0.6607
1843,1843,36.57403524,-121.9741966,148,270,14.78,35.833,0.187,0.5154
1844,1844,36.57430564,-121.974193,0,658,22.641,35.386,0.265,0.8879
1845,1845,36.57457605,-121.9741894,0,834,9.715,35.321,0.201,0.603
1846,1846,36.57484646,-121.9741858,0,991,16.658,36.134,0.227,0.7713
1847,1847,36.57511687,-121.9741822,0,815,13.948,33.963,0.185,0.6433
1848,1848,36.57538728,-121.9741787,0,727,10.44,34.855,0.219,0.6144
1849,1849,36.57565769,-121.9741751,0,378,24.468,35.602,0.21,0.8825
1850,1850,36.5759281,-121.9741715,611,0,17.599,35.351,0.228,0.4205
1851,1851,36.58376995,-121.9740678,0,241,20.727,34.081,0.227,0.7991
1852,1852,36.95151368,-121.9691564,0,202,10.426,34.946,0.128,0.5709
1853,1853,36.95178407,-121.9691528,0,664,9.802,35.198,0.266,0.6341
1854,1854,36.95205447,-121.9691491,113,1081,11.737,34.148,0.199,0.5754
1855,1855,36.95232486,-121.9691455,160,781,16.385,34.636,0.1,0.5933
1856,1856,36.95259525,-121.9691418,160,452,15.721,33.604,0.07,0.4874
1857,1857,36.95286564,-121.9691382,195,0,9.14,34.558,0.197,0.2207
1858,1858,36.95313603,-121.9691346,331,0,15.099,33.718,0.272,0.3531
1859,1859,36.95340642,-121.9691309,207,0,14.034,34.482,0.228,0.3295
1860,1860,36.95367681,-121.9691273,148,0,6.679,34.987,0.254,0.2121
1861,1861,36.9539472,-121.9691236,508,0,14.116,34.164,0.066,0.2421
1862,1862,36.9542176,-121.96912,508,0,16.992,33.196,0.167,0.3244
1863,1863,36.5724099,-121.9738828,198,0,14.671,33.767,0.202,0.311
1864,1864,36.57484358,-121.9738506,407,368,12.444,35.398,0.14,0.2775
1865,1865,36.57538439,-121.9738434,0,525,15.828,34.069,0.213,0.6965
1866,1866,36.5756548,-121.9738398,0,329,10.762,32.543,0.157,0.5319
1867,1867,36.57592521,-121.9738363,317,0,18.273,33.436,0.201,0.3723
1868,1868,36.58376706,-121.9737325,251,0,8.487,33.5,0.255,0.2106
1869,1869,36.58430788,-121.9737253,0,273,15.018,32.76,0.197,0.6401
1870,1870,36.58457828,-121.9737217,240,561,12.501,35.171,0.178,0.4922
1871,1871,36.58484869,-121.9737181,89,0,11.057,35.839,0.239,0.311
1872,1872,36.95178115,-121.9688159,0,674,13.456,34.57,0.137,0.6249
1873,1873,36.95205154,-121.9688122,113,1150,18.489,35.294,0.104,0.69
1874,1874,36.95232193,-121.9688086,148,560,13.648,34.871,0.138,0.5442
1875,1875,36.95259232,-121.9688049,160,462,16.445,34.661,0.223,0.6071
1876,1876,36.95286271,-121.9688013,172,364,19.996,35.387,0.24,0.6587
1877,1877,36.95313311,-121.9687976,172,0,14.217,33.454,0.161,0.2738
1878,1878,36.9534035,-121.968794,148,0,13.576,33.575,0.165,0.2664
1879,1879,36.95367389,-121.9687904,136,0,13.72,35.055,0.17,0.3087
1880,1880,36.95394428,-121.9687867,125,0,12.45,35.23,0.223,0.3149
